age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,previous,poutcome,y,previously_contacted,pdays_capped
49,housemaid,married,secondary,no,114,no,no,cellular,8,jul,2,0,no_prior_campaign,0,0,872
25,admin.,single,secondary,no,302,no,no,cellular,8,jul,1,0,no_prior_campaign,0,0,872
21,technician,single,tertiary,no,61,no,yes,cellular,8,jul,1,0,no_prior_campaign,0,0,872
48,admin.,single,secondary,no,0,yes,yes,cellular,8,jul,1,0,no_prior_campaign,0,0,872
59,management,married,tertiary,no,281,no,no,cellular,8,jul,2,0,no_prior_campaign,0,0,872
24,blue-collar,single,secondary,no,9883,no,no,cellular,8,jul,5,0,no_prior_campaign,1,0,872
45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,2,0,no_prior_campaign,0,0,872
26,student,single,tertiary,no,10086,no,no,cellular,8,jul,3,2,success,0,1,78
22,student,single,secondary,no,185,no,no,cellular,8,jul,1,0,no_prior_campaign,1,0,872
38,entrepreneur,divorced,tertiary,no,7929,no,no,cellular,8,jul,3,0,no_prior_campaign,0,0,872
49,management,single,tertiary,no,151,yes,no,cellular,8,jul,3,0,no_prior_campaign,1,0,872
67,admin.,married,primary,no,1093,no,no,telephone,8,jul,3,0,no_prior_campaign,0,0,872
20,student,single,unknown,no,829,no,no,cellular,9,jul,2,0,no_prior_campaign,1,0,872
63,unknown,married,secondary,no,556,no,no,cellular,9,jul,4,0,no_prior_campaign,0,0,872
79,retired,married,secondary,no,4738,no,no,telephone,9,jul,5,0,no_prior_campaign,0,0,872
40,management,married,tertiary,no,1700,yes,no,cellular,9,jul,2,0,no_prior_campaign,0,0,872
23,admin.,single,secondary,no,749,no,no,cellular,9,jul,4,0,no_prior_campaign,0,0,872
19,student,single,primary,no,103,no,no,cellular,10,jul,2,0,no_prior_campaign,1,0,872
39,services,married,secondary,no,972,yes,no,telephone,10,jul,4,0,no_prior_campaign,0,0,872
34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,4,0,no_prior_campaign,1,0,872
69,retired,married,primary,no,154,no,no,cellular,13,jul,4,0,no_prior_campaign,0,0,872
34,management,married,tertiary,no,5973,yes,no,cellular,13,jul,3,0,no_prior_campaign,0,0,872
73,management,married,tertiary,no,1609,no,no,cellular,14,jul,2,0,no_prior_campaign,1,0,872
27,management,single,tertiary,no,2489,no,no,cellular,15,jul,2,2,other,1,1,163
75,retired,married,secondary,no,26452,no,no,telephone,15,jul,2,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,1017,no,no,cellular,15,jul,7,1,failure,0,1,163
37,admin.,married,tertiary,no,3913,yes,no,cellular,16,jul,2,1,success,0,1,80
59,blue-collar,divorced,primary,no,989,no,no,cellular,20,jul,2,0,no_prior_campaign,1,0,872
31,unknown,married,secondary,no,3,no,no,cellular,20,jul,2,0,no_prior_campaign,0,0,872
49,management,married,tertiary,no,5613,no,no,cellular,20,jul,3,0,no_prior_campaign,0,0,872
34,housemaid,married,secondary,no,5,no,no,telephone,21,jul,7,0,no_prior_campaign,0,0,872
61,unknown,single,primary,no,50,no,no,telephone,21,jul,6,0,no_prior_campaign,0,0,872
34,technician,single,tertiary,no,144,yes,yes,cellular,21,jul,3,16,failure,0,1,89
32,technician,married,secondary,no,449,no,no,cellular,23,jul,3,0,no_prior_campaign,0,0,872
57,retired,divorced,secondary,no,1486,no,no,cellular,23,jul,3,0,no_prior_campaign,0,0,872
50,self-employed,married,secondary,no,5312,no,no,cellular,23,jul,3,0,no_prior_campaign,0,0,872
25,student,single,tertiary,no,58,no,no,cellular,24,jul,5,0,no_prior_campaign,1,0,872
72,management,married,tertiary,no,7003,no,no,telephone,24,jul,3,0,no_prior_campaign,0,0,872
55,technician,married,secondary,no,0,no,no,cellular,27,jul,2,0,no_prior_campaign,0,0,872
71,retired,single,tertiary,no,1285,no,no,telephone,27,jul,2,0,no_prior_campaign,0,0,872
63,retired,single,tertiary,no,70,no,no,cellular,27,jul,2,0,no_prior_campaign,0,0,872
44,entrepreneur,single,unknown,no,323,no,no,cellular,28,jul,2,2,failure,1,1,181
30,admin.,single,secondary,no,110,no,no,cellular,28,jul,4,0,no_prior_campaign,0,0,872
42,management,single,tertiary,no,11008,no,no,cellular,28,jul,6,1,success,1,1,405
34,technician,married,secondary,no,603,yes,no,cellular,28,jul,4,1,failure,0,1,434
50,admin.,divorced,secondary,no,769,no,no,cellular,28,jul,2,4,failure,0,1,363
49,technician,married,tertiary,no,0,no,yes,cellular,28,jul,5,1,failure,0,1,252
28,management,single,tertiary,no,5474,no,no,cellular,28,jul,5,0,no_prior_campaign,1,0,872
75,retired,married,primary,no,5491,no,no,telephone,28,jul,6,0,no_prior_campaign,0,0,872
46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,5,0,no_prior_campaign,1,0,872
61,blue-collar,married,primary,no,7879,no,no,telephone,28,jul,9,0,no_prior_campaign,0,0,872
28,management,single,tertiary,no,5549,no,no,cellular,28,jul,6,0,no_prior_campaign,0,0,872
44,management,married,tertiary,no,1646,yes,no,cellular,29,jul,6,1,failure,0,1,251
32,services,married,unknown,no,1016,no,no,cellular,30,jul,2,0,no_prior_campaign,0,0,872
62,retired,married,secondary,no,3,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
45,housemaid,married,primary,no,106,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
58,housemaid,married,primary,no,4605,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
26,admin.,single,secondary,no,125,no,no,cellular,4,aug,1,6,other,0,1,118
32,services,married,secondary,no,315,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
37,admin.,single,secondary,no,115,no,no,cellular,4,aug,1,4,failure,0,1,92
46,self-employed,single,secondary,no,526,no,no,cellular,4,aug,1,3,success,0,1,96
29,management,single,tertiary,no,308,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
25,management,single,tertiary,no,219,no,no,cellular,4,aug,1,1,success,1,1,96
28,management,married,tertiary,no,1240,no,no,cellular,4,aug,1,0,no_prior_campaign,1,0,872
61,retired,married,secondary,no,569,no,no,cellular,4,aug,1,0,no_prior_campaign,1,0,872
67,management,married,unknown,no,65,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
52,admin.,married,secondary,no,1228,yes,yes,cellular,4,aug,1,0,no_prior_campaign,1,0,872
29,management,married,tertiary,no,451,no,no,cellular,4,aug,1,2,failure,0,1,92
57,management,married,tertiary,no,1660,no,no,cellular,4,aug,1,0,no_prior_campaign,1,0,872
49,management,divorced,tertiary,no,914,no,no,cellular,4,aug,1,0,no_prior_campaign,1,0,872
33,technician,married,tertiary,no,1699,no,no,cellular,4,aug,1,0,no_prior_campaign,1,0,872
47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,1,6,success,1,1,96
66,retired,married,primary,no,12767,no,no,telephone,4,aug,2,0,no_prior_campaign,0,0,872
57,entrepreneur,married,secondary,no,666,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
78,retired,married,secondary,no,220,no,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
68,retired,married,secondary,no,19317,yes,no,cellular,4,aug,1,0,no_prior_campaign,1,0,872
62,retired,married,secondary,no,3340,no,no,cellular,4,aug,1,1,failure,0,1,35
40,technician,single,tertiary,no,1646,yes,no,cellular,4,aug,1,5,success,1,1,92
46,management,married,tertiary,no,242,no,no,cellular,4,aug,2,1,success,1,1,96
31,admin.,single,secondary,no,40,no,no,cellular,4,aug,1,2,failure,0,1,104
41,admin.,divorced,secondary,no,490,yes,no,cellular,4,aug,1,0,no_prior_campaign,0,0,872
47,management,married,tertiary,no,699,no,no,cellular,5,aug,3,2,success,0,1,97
29,technician,single,secondary,no,382,no,no,cellular,5,aug,4,0,no_prior_campaign,1,0,872
55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,2,2,success,1,1,63
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,2,4,success,1,1,93
49,admin.,divorced,secondary,no,1718,no,yes,cellular,5,aug,1,0,no_prior_campaign,1,0,872
53,management,married,tertiary,no,1356,yes,no,cellular,5,aug,2,2,failure,0,1,93
48,management,married,tertiary,no,1147,no,no,cellular,5,aug,1,2,success,1,1,64
21,student,single,secondary,no,216,no,no,cellular,5,aug,1,0,no_prior_campaign,1,0,872
45,admin.,married,secondary,no,153,no,no,cellular,5,aug,1,0,no_prior_campaign,1,0,872
41,management,married,tertiary,no,2487,no,no,cellular,5,aug,1,1,failure,0,1,97
30,management,single,tertiary,no,685,no,no,cellular,5,aug,2,0,no_prior_campaign,0,0,872
27,unemployed,single,secondary,no,3276,no,no,cellular,5,aug,1,2,other,0,1,110
43,management,married,tertiary,no,1791,no,no,cellular,5,aug,1,0,no_prior_campaign,1,0,872
66,retired,married,tertiary,no,0,no,no,cellular,5,aug,1,0,no_prior_campaign,0,0,872
47,management,single,tertiary,no,86,no,no,cellular,5,aug,1,4,success,1,1,97
27,management,single,tertiary,no,6791,no,no,cellular,5,aug,2,26,other,1,1,69
39,admin.,divorced,secondary,no,160,yes,no,cellular,5,aug,1,0,no_prior_campaign,0,0,872
75,blue-collar,married,secondary,no,6053,no,no,telephone,5,aug,1,0,no_prior_campaign,0,0,872
25,student,single,secondary,no,41,yes,no,telephone,5,aug,2,2,failure,0,1,93
20,student,married,unknown,no,292,no,no,cellular,5,aug,2,1,failure,1,1,93
47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,3,2,failure,1,1,97
25,self-employed,single,tertiary,no,557,no,no,telephone,5,aug,2,0,no_prior_campaign,0,0,872
37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,1,2,success,1,1,97
36,management,married,tertiary,no,495,no,no,cellular,5,aug,3,2,success,1,1,97
45,management,married,tertiary,no,6945,no,no,cellular,5,aug,5,3,failure,0,1,356
61,management,married,tertiary,no,175,no,no,telephone,5,aug,2,0,no_prior_campaign,1,0,872
37,management,divorced,tertiary,no,0,yes,no,cellular,6,aug,5,0,no_prior_campaign,0,0,872
80,retired,married,primary,no,1548,no,no,cellular,6,aug,2,0,no_prior_campaign,0,0,872
53,management,married,tertiary,no,1624,no,no,cellular,6,aug,1,6,success,1,1,98
80,retired,married,primary,no,2994,no,no,cellular,6,aug,1,0,no_prior_campaign,0,0,872
61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,4,1,no_prior_campaign,1,1,98
35,admin.,married,tertiary,no,163,yes,no,cellular,6,aug,6,0,no_prior_campaign,0,0,872
58,management,married,tertiary,no,138,yes,yes,cellular,6,aug,4,0,no_prior_campaign,0,0,872
30,admin.,single,secondary,no,81,yes,no,cellular,6,aug,6,3,other,0,1,112
50,management,married,tertiary,no,938,no,no,cellular,6,aug,2,1,success,0,1,98
21,student,single,secondary,no,491,no,no,cellular,6,aug,1,0,no_prior_campaign,0,0,872
46,admin.,married,secondary,no,7386,no,no,cellular,6,aug,4,0,no_prior_campaign,0,0,872
65,retired,married,secondary,no,1176,no,no,cellular,6,aug,1,1,failure,0,1,184
32,services,single,secondary,no,6857,no,no,cellular,6,aug,1,1,failure,0,1,185
67,retired,married,tertiary,no,2812,no,no,cellular,6,aug,1,0,no_prior_campaign,0,0,872
57,services,single,secondary,no,0,no,no,cellular,6,aug,1,0,no_prior_campaign,1,0,872
46,management,married,secondary,no,5127,no,no,cellular,6,aug,1,0,no_prior_campaign,0,0,872
40,management,married,tertiary,no,0,no,no,cellular,6,aug,2,6,success,1,1,98
29,management,single,tertiary,no,74,no,no,cellular,6,aug,1,0,no_prior_campaign,0,0,872
53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1,2,failure,1,1,98
44,admin.,married,secondary,no,0,yes,no,cellular,6,aug,1,1,other,0,1,260
74,retired,married,unknown,no,7819,no,no,cellular,6,aug,3,0,no_prior_campaign,0,0,872
38,student,single,unknown,no,64,no,no,cellular,6,aug,1,0,no_prior_campaign,0,0,872
73,retired,married,primary,no,5539,no,no,telephone,6,aug,1,0,no_prior_campaign,1,0,872
65,retired,married,tertiary,no,162,no,no,cellular,6,aug,3,2,failure,0,1,185
62,retired,married,secondary,no,4829,no,no,cellular,6,aug,1,0,no_prior_campaign,0,0,872
65,unknown,married,unknown,no,4717,no,no,telephone,6,aug,1,0,no_prior_campaign,1,0,872
67,retired,married,tertiary,no,701,no,no,cellular,6,aug,2,0,no_prior_campaign,1,0,872
66,retired,married,tertiary,no,3,no,no,cellular,6,aug,1,0,no_prior_campaign,1,0,872
34,admin.,married,tertiary,no,35,yes,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
67,management,married,tertiary,no,405,no,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
34,management,married,tertiary,no,62,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
57,retired,married,secondary,no,168,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
38,admin.,married,tertiary,no,4297,no,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
47,admin.,married,unknown,no,66,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
71,retired,married,tertiary,no,3895,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
56,management,divorced,tertiary,no,10532,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
46,management,married,tertiary,no,4693,no,yes,cellular,7,aug,1,2,failure,1,1,394
59,housemaid,married,secondary,no,0,no,no,telephone,7,aug,2,1,failure,0,1,63
57,housemaid,married,primary,no,501,yes,yes,cellular,7,aug,2,0,no_prior_campaign,0,0,872
66,admin.,married,secondary,no,5464,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
47,housemaid,married,primary,no,201,yes,no,cellular,7,aug,2,1,failure,0,1,382
30,technician,married,secondary,no,776,no,no,cellular,7,aug,1,2,success,0,1,99
32,student,married,secondary,no,1536,no,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
69,technician,married,secondary,no,9064,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
32,services,single,secondary,no,6983,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
72,retired,married,tertiary,no,2,no,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
63,retired,married,tertiary,no,8103,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,1,2,failure,1,1,95
72,retired,married,primary,no,1612,no,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
59,retired,married,unknown,no,1116,no,no,cellular,7,aug,2,1,failure,0,1,99
45,admin.,married,secondary,no,171,yes,yes,cellular,7,aug,1,0,no_prior_campaign,0,0,872
33,unemployed,married,secondary,no,1211,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
37,admin.,married,secondary,no,96,no,no,cellular,7,aug,1,2,success,1,1,99
26,management,single,tertiary,no,390,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
29,student,single,unknown,no,795,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
32,admin.,single,tertiary,no,4041,no,no,cellular,7,aug,1,2,success,0,1,99
77,retired,married,secondary,no,638,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
57,services,married,secondary,no,2476,yes,no,cellular,7,aug,1,1,success,0,1,459
79,retired,married,secondary,no,2354,no,no,telephone,7,aug,2,0,no_prior_campaign,0,0,872
37,admin.,single,secondary,no,262,no,no,cellular,7,aug,1,5,other,0,1,179
37,technician,married,secondary,no,318,no,no,cellular,7,aug,1,4,other,0,1,95
25,student,single,secondary,no,6400,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
49,admin.,married,secondary,no,5361,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,697,no,no,cellular,7,aug,1,3,failure,0,1,99
34,management,married,tertiary,no,0,yes,no,cellular,7,aug,1,2,success,1,1,99
44,admin.,single,secondary,no,1534,no,no,cellular,7,aug,1,2,other,1,1,99
26,management,single,tertiary,no,0,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
25,management,single,tertiary,no,145,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
49,technician,married,secondary,no,305,no,no,cellular,7,aug,1,1,failure,0,1,99
42,services,single,secondary,no,3403,yes,no,cellular,7,aug,1,1,failure,1,1,99
58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,1,2,success,1,1,99
47,unknown,married,unknown,no,677,no,no,cellular,7,aug,1,4,success,0,1,99
73,retired,divorced,secondary,no,1092,no,no,cellular,7,aug,2,0,no_prior_campaign,0,0,872
33,services,married,secondary,no,1076,no,no,cellular,7,aug,1,4,failure,0,1,259
34,technician,married,tertiary,no,7050,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
57,entrepreneur,married,secondary,no,905,no,no,cellular,7,aug,1,0,no_prior_campaign,0,0,872
35,entrepreneur,married,secondary,no,2971,no,no,cellular,7,aug,2,6,success,0,1,95
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,2,0,no_prior_campaign,1,0,872
71,retired,married,primary,no,2600,no,no,cellular,7,aug,1,0,no_prior_campaign,1,0,872
41,management,married,tertiary,no,2226,no,no,cellular,7,aug,2,1,failure,1,1,99
23,student,single,secondary,no,0,no,no,cellular,7,aug,1,7,success,1,1,99
60,management,single,tertiary,no,1034,yes,no,cellular,7,aug,3,0,no_prior_campaign,1,0,872
18,student,single,primary,no,1944,no,no,telephone,10,aug,3,0,no_prior_campaign,0,0,872
63,management,married,tertiary,no,5112,no,no,telephone,10,aug,3,0,no_prior_campaign,0,0,872
60,self-employed,married,tertiary,no,10861,no,no,cellular,10,aug,2,0,no_prior_campaign,0,0,872
47,housemaid,married,primary,no,0,no,no,cellular,10,aug,2,0,no_prior_campaign,0,0,872
27,admin.,single,secondary,no,80,no,no,cellular,10,aug,1,0,no_prior_campaign,0,0,872
37,admin.,married,secondary,no,250,yes,no,cellular,10,aug,1,0,no_prior_campaign,0,0,872
27,technician,single,tertiary,no,290,no,no,cellular,10,aug,1,0,no_prior_campaign,0,0,872
33,management,single,tertiary,no,5437,no,no,cellular,10,aug,1,2,success,0,1,98
18,student,single,unknown,no,108,no,no,cellular,10,aug,1,0,no_prior_campaign,1,0,872
39,blue-collar,single,tertiary,no,172,yes,no,cellular,10,aug,1,1,success,0,1,131
46,admin.,married,secondary,no,0,no,yes,cellular,10,aug,1,0,no_prior_campaign,0,0,872
30,student,single,secondary,no,2046,no,no,telephone,10,aug,1,0,no_prior_campaign,0,0,872
65,unemployed,married,tertiary,no,0,no,no,cellular,10,aug,1,0,no_prior_campaign,0,0,872
54,technician,married,secondary,no,10185,no,no,cellular,10,aug,1,2,other,1,1,70
42,technician,single,unknown,no,11115,no,no,cellular,10,aug,1,1,success,1,1,102
33,management,married,tertiary,no,22867,yes,no,cellular,10,aug,1,2,failure,0,1,440
32,management,single,tertiary,no,935,no,no,cellular,10,aug,2,5,failure,1,1,375
59,retired,married,tertiary,no,1425,no,no,cellular,10,aug,2,1,success,0,1,102
38,admin.,married,secondary,no,47,yes,no,cellular,10,aug,1,5,success,0,1,98
48,blue-collar,married,secondary,no,1730,yes,no,cellular,10,aug,1,1,success,0,1,102
22,student,single,unknown,no,3317,no,no,cellular,10,aug,1,0,no_prior_campaign,0,0,872
59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,1,2,success,1,1,185
28,blue-collar,single,tertiary,no,1984,yes,no,cellular,10,aug,1,3,failure,0,1,98
80,retired,married,unknown,no,355,no,no,telephone,10,aug,1,0,no_prior_campaign,0,0,872
46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1,1,failure,0,1,397
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,1,2,failure,1,1,102
33,admin.,married,secondary,no,95,yes,no,cellular,10,aug,1,1,success,0,1,102
61,self-employed,divorced,tertiary,no,52587,no,no,cellular,10,aug,1,0,no_prior_campaign,1,0,872
40,blue-collar,married,secondary,no,1508,no,no,cellular,10,aug,2,1,failure,0,1,383
52,housemaid,married,primary,no,618,yes,yes,cellular,10,aug,2,2,failure,0,1,102
71,retired,married,primary,no,10394,no,no,telephone,10,aug,1,0,no_prior_campaign,0,0,872
40,technician,married,secondary,no,694,yes,no,cellular,10,aug,4,11,success,0,1,68
26,student,single,secondary,no,1608,no,no,cellular,10,aug,2,2,success,0,1,102
30,management,married,tertiary,no,805,no,no,cellular,10,aug,3,1,failure,0,1,194
62,retired,married,primary,no,3738,no,no,telephone,10,aug,3,1,failure,0,1,185
50,management,married,tertiary,no,0,no,no,cellular,10,aug,3,3,other,0,1,130
32,technician,divorced,secondary,no,0,yes,no,cellular,10,aug,2,0,no_prior_campaign,0,0,872
23,student,single,tertiary,no,1592,no,no,cellular,10,aug,1,0,no_prior_campaign,0,0,872
70,blue-collar,married,primary,no,3075,no,no,telephone,10,aug,1,0,no_prior_campaign,0,0,872
55,admin.,divorced,secondary,no,1693,no,no,cellular,10,aug,1,3,success,0,1,102
33,technician,married,secondary,no,218,yes,yes,cellular,10,aug,1,4,failure,0,1,161
31,management,married,tertiary,no,10884,no,no,cellular,10,aug,3,2,success,1,1,98
26,student,single,tertiary,no,2,no,no,cellular,10,aug,1,2,failure,0,1,102
30,management,single,tertiary,no,697,no,no,cellular,10,aug,3,2,success,1,1,102
44,management,divorced,tertiary,no,0,no,no,cellular,10,aug,1,0,no_prior_campaign,0,0,872
23,student,single,tertiary,no,0,no,no,cellular,10,aug,1,0,no_prior_campaign,1,0,872
63,retired,married,unknown,no,538,no,no,cellular,11,aug,2,0,no_prior_campaign,0,0,872
45,management,married,tertiary,no,3857,yes,no,cellular,11,aug,2,1,failure,0,1,190
37,admin.,married,tertiary,no,1995,yes,no,cellular,11,aug,2,0,no_prior_campaign,0,0,872
68,unknown,married,unknown,no,4092,no,no,telephone,11,aug,1,0,no_prior_campaign,0,0,872
83,retired,married,tertiary,no,6236,no,no,cellular,11,aug,1,2,failure,0,1,190
31,admin.,single,secondary,no,423,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
34,self-employed,married,tertiary,no,2427,no,no,telephone,11,aug,3,3,failure,0,1,70
71,management,married,tertiary,no,13297,no,no,cellular,11,aug,1,2,failure,0,1,190
57,retired,married,secondary,no,4365,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
55,technician,married,tertiary,no,199,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
73,management,married,secondary,no,683,no,no,telephone,11,aug,1,0,no_prior_campaign,0,0,872
42,blue-collar,married,primary,no,201,yes,no,cellular,11,aug,1,3,success,1,1,103
64,retired,married,secondary,no,504,no,no,cellular,11,aug,1,3,other,0,1,14
34,admin.,single,secondary,no,-32,no,yes,cellular,11,aug,3,2,success,0,1,103
24,self-employed,single,tertiary,no,2376,no,no,cellular,11,aug,1,1,success,0,1,106
33,entrepreneur,married,unknown,no,73,yes,no,cellular,11,aug,1,2,failure,0,1,263
42,technician,married,unknown,no,1559,no,no,cellular,11,aug,1,1,success,0,1,103
42,unemployed,married,unknown,no,190,no,no,cellular,11,aug,2,0,no_prior_campaign,1,0,872
42,services,single,tertiary,no,94,yes,no,cellular,11,aug,2,4,failure,1,1,90
29,student,single,unknown,no,2929,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
20,student,single,secondary,no,130,no,no,telephone,11,aug,1,3,failure,0,1,99
22,student,single,unknown,no,1215,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
28,student,single,secondary,no,5916,no,no,cellular,11,aug,1,6,failure,0,1,81
55,technician,divorced,secondary,no,3450,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
40,admin.,married,tertiary,no,1108,no,no,cellular,11,aug,2,1,success,0,1,112
70,housemaid,divorced,primary,no,1311,no,no,cellular,11,aug,1,0,no_prior_campaign,1,0,872
57,technician,married,secondary,no,589,yes,no,cellular,11,aug,1,5,failure,1,1,190
60,retired,married,secondary,no,1853,no,no,cellular,11,aug,1,0,no_prior_campaign,1,0,872
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,aug,1,0,no_prior_campaign,1,0,872
31,management,married,tertiary,no,199,yes,yes,cellular,11,aug,2,4,success,0,1,461
48,unemployed,divorced,secondary,no,201,no,no,cellular,11,aug,1,0,no_prior_campaign,1,0,872
30,management,single,tertiary,no,533,no,no,cellular,11,aug,2,4,success,1,1,99
60,technician,married,tertiary,no,6573,yes,no,cellular,11,aug,1,1,failure,0,1,274
61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,3,1,success,1,1,190
78,retired,divorced,secondary,no,631,no,no,telephone,11,aug,1,0,no_prior_campaign,0,0,872
32,management,single,tertiary,no,131,yes,no,cellular,11,aug,1,1,other,0,1,81
31,services,single,tertiary,no,620,no,no,cellular,11,aug,1,2,failure,0,1,103
37,management,married,tertiary,no,789,yes,yes,cellular,11,aug,1,2,other,0,1,190
39,management,single,tertiary,no,3840,yes,no,cellular,11,aug,2,0,no_prior_campaign,1,0,872
20,student,single,secondary,no,53,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
21,unemployed,single,secondary,no,280,no,no,cellular,11,aug,2,0,no_prior_campaign,0,0,872
34,blue-collar,single,secondary,no,1923,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
42,technician,married,secondary,no,994,yes,no,cellular,11,aug,1,5,failure,1,1,78
26,admin.,single,secondary,no,96,no,no,cellular,11,aug,1,3,failure,1,1,70
29,management,single,tertiary,no,630,no,no,cellular,11,aug,3,0,no_prior_campaign,0,0,872
33,admin.,divorced,secondary,no,661,yes,no,cellular,11,aug,1,7,failure,0,1,99
46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1,0,no_prior_campaign,1,0,872
40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,1,1,success,1,1,461
29,admin.,married,tertiary,no,238,no,no,cellular,11,aug,1,3,success,0,1,78
45,admin.,married,secondary,no,1435,yes,no,cellular,11,aug,1,1,failure,0,1,103
55,technician,single,secondary,no,1199,no,yes,telephone,11,aug,1,10,failure,0,1,99
39,admin.,married,secondary,no,260,yes,no,cellular,11,aug,2,2,failure,1,1,116
55,retired,married,tertiary,no,357,yes,no,cellular,11,aug,1,1,failure,0,1,103
58,self-employed,married,primary,no,1013,yes,no,cellular,11,aug,1,1,failure,1,1,461
24,student,single,secondary,no,125,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
72,unknown,married,unknown,no,1165,no,no,cellular,11,aug,3,0,no_prior_campaign,0,0,872
81,retired,married,primary,no,0,no,no,telephone,11,aug,1,0,no_prior_campaign,0,0,872
42,admin.,married,secondary,no,437,yes,no,cellular,11,aug,3,1,failure,0,1,190
42,blue-collar,married,secondary,no,413,yes,no,cellular,11,aug,2,0,no_prior_campaign,1,0,872
32,blue-collar,single,tertiary,no,60,yes,yes,cellular,11,aug,2,1,failure,0,1,462
23,student,single,secondary,no,480,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
81,retired,divorced,primary,no,4321,no,no,cellular,11,aug,3,0,no_prior_campaign,0,0,872
57,management,married,secondary,no,2155,no,yes,cellular,11,aug,2,0,no_prior_campaign,0,0,872
70,retired,married,unknown,no,4290,no,no,telephone,11,aug,2,0,no_prior_campaign,0,0,872
36,management,married,tertiary,no,539,no,no,cellular,11,aug,1,0,no_prior_campaign,0,0,872
33,management,single,tertiary,no,312,no,no,cellular,11,aug,1,3,failure,0,1,369
40,blue-collar,divorced,secondary,no,0,no,no,cellular,12,aug,2,0,no_prior_campaign,0,0,872
64,management,married,secondary,no,1646,no,no,cellular,12,aug,3,0,no_prior_campaign,0,0,872
27,student,single,tertiary,no,5291,no,no,cellular,12,aug,2,0,no_prior_campaign,0,0,872
